nasa1824.mtx,10143674,6783780,42,6,3359894,6903006,42,8,3240668,6880782,42,8,3262892,6929496,42,8,3214178
circuit_1.mtx,12413359,8294766,2571,1,4118593,5706318,137,1,6707041,8266962,2504,1,4146397,5992062,137,1,6421297
G27.mtx,14706915,7682148,37,8,7024767,7742670,34,8,6964245,7586622,33,9,7120293,7599642,36,7,7107273
lock2232.mtx,18702432,16913784,48,0,1788648,16913784,48,0,1788648,16832886,48,0,1869546,16832886,48,0,1869546
spaceShuttleEntry_3.mtx,9952592,5788776,30,2,4163816,6448422,1700,2,3504170,5784078,30,2,4168514,6485730,1700,2,3466862
tumorAntiAngiogenesis_6.mtx,851808,467778,461,2,384030,470508,461,2,381300,467178,461,2,384630,467628,461,2,384180
CollegeMsg.mtx,11555363,3836058,237,0,7719305,3846426,237,0,7708937,3849012,237,0,7706351,3856320,237,0,7699043
dendrimer.mtx,9935252,7419354,177,28,2515898,7656690,229,30,2278562,7390326,177,28,2544926,7640064,229,30,2295188
