nasa1824.mtx,2743016,1394472,42,6,1348544,1396134,42,8,1346882,1406880,42,8,1336136,1401930,42,8,1341086
circuit_1.mtx,25123923,21774714,2571,1,3349209,21520188,137,1,3603735,21697836,2504,1,3426087,21593958,137,1,3529965
G27.mtx,4482924,1267710,37,8,3215214,1272900,34,8,3210024,1255554,33,9,3227370,1246788,36,7,3236136
lock2232.mtx,5695228,4758480,48,0,936748,4758480,48,0,936748,4764528,48,0,930700,4764528,48,0,930700
spaceShuttleEntry_3.mtx,6476254,4965432,30,2,1510822,5061048,1700,2,1415206,4965282,30,2,1510972,5073648,1700,2,1402606
tumorAntiAngiogenesis_6.mtx,515108,402576,461,2,112532,395508,461,2,119600,400722,461,2,114386,396960,461,2,118148
CollegeMsg.mtx,3776002,1168032,237,0,2607970,1100832,237,0,2675170,1095210,237,0,2680792,1102296,237,0,2673706
dendrimer.mtx,13390248,9750420,177,28,3639828,10085232,229,30,3305016,9738048,177,28,3652200,10084704,229,30,3305544
