nasa1824.mtx,1028259,1001178,42,8,27031,871314,36,6,154916,982734,42,8,45024,863958,36,6,161926,1003344,42,8,24907,876888,36,8,149158
circuit_1.mtx,15690010,14563878,2571,1,1126124,14316348,2504,1,1363216,14539734,2571,1,1150205,14326278,2504,1,1353275,14534514,2571,1,1155575,14305944,2504,1,1373533
G27.mtx,1013178,884622,37,10,128546,800010,33,7,201941,886122,37,10,127048,797256,33,7,204171,880524,37,10,132328,794418,33,7,207256
lock2232.mtx,3217168,3174336,48,0,42824,3174336,48,0,42824,3174336,48,0,42824,3174336,48,0,42824,3174336,48,0,42824,3174336,48,0,42824
spaceShuttleEntry_3.mtx,3884100,3398616,1700,4,485476,3296370,23,2,585195,3388884,1700,4,495186,3296136,23,2,585424,3388002,1700,4,496071,3297402,23,2,584155
tumorAntiAngiogenesis_6.mtx,309120,261180,94,2,47889,263670,21,5,45849,273762,461,2,35350,260982,94,2,48083,263778,21,5,45740,272394,461,2,36720
CollegeMsg.mtx,848219,775002,233,0,74096,682782,178,0,161092,779172,237,0,69039,768696,233,0,80009,685542,178,0,158961,775176,237,0,72584
dendrimer.mtx,6933227,6892926,229,31,40344,6327054,228,28,605303,6889866,229,31,43452,6329172,228,28,603154,6893202,229,31,40017,6326184,228,28,606114
