nasa1824.mtx,1064752,1041696,42,14,23048,942348,36,12,121085,856926,33,9,205294,746262,33,9,313139,672048,27,9,386554,551814,27,9,506072,416586,27,8,638826,371736,27,6,682464
circuit_1.mtx,12077833,11223558,2571,1,854426,11230542,2504,1,847283,11034726,136,1,1043138,10945380,136,1,1132488,10803378,136,1,1274216,10735818,136,1,1339169,10576464,105,1,1490666,10036830,105,1,2001626
G27.mtx,954458,837060,37,19,117390,757734,33,18,186871,696810,28,16,240213,647586,25,16,282917,606186,25,15,319038,559974,24,12,359011,511212,23,10,401163,426390,19,7,474451
lock2232.mtx,2414398,2379240,48,0,35138,2379240,48,0,35138,2382264,48,0,32126,2382264,48,0,32126,2379240,48,0,35138,2379240,48,0,35138,2382264,48,0,32126,2382264,48,0,32126
spaceShuttleEntry_3.mtx,2921938,2538912,1700,4,383023,2472126,23,2,447915,2557830,1700,4,364100,2472522,23,2,447521,2539368,1700,4,382559,2474616,23,2,445418,2539392,1700,4,382531,2470644,23,2,449400
tumorAntiAngiogenesis_6.mtx,229222,198396,461,2,30817,198660,461,2,30553,198426,461,2,30789,198618,461,2,30597,202608,461,2,26606,199218,461,2,29997,199290,461,2,29921,200550,461,2,28659
CollegeMsg.mtx,640346,577092,237,0,62717,558252,237,0,80986,588396,237,0,51942,574518,237,0,65253,555396,237,0,84102,564246,237,0,74756,518832,237,0,119411,529638,237,0,108766
dendrimer.mtx,5229368,5143074,229,31,86291,4731630,228,28,496963,5164182,229,31,65132,4736574,228,28,492014,5169462,229,31,59812,4741518,228,28,487103,5199276,229,31,30084,4772688,228,28,455997
